Symbol,Date,Open,High,Low,Close,Volume
AGII,28-Jan-2015,54.48,54.55,53.65,54.19,103900
AGIIL,28-Jan-2015,25.14,25.25,25,25.18,20600
AGIO,28-Jan-2015,122.6,124.79,118.56,118.8,780700
AGNC,28-Jan-2015,21.7,21.83,21.54,21.55,2119800
AGNCB,28-Jan-2015,25.1,25.4,25.1,25.21,9100
AGNCP,28-Jan-2015,26.8,26.8,26.45,26.51,6600
AGND,28-Jan-2015,43.83,43.93,43.83,43.93,1100
AGRX,28-Jan-2015,7.91,8.28,7.85,8.02,69000
AGTC,28-Jan-2015,24.45,24.62,23.99,24.43,90200
AGYS,28-Jan-2015,10.76,10.79,10.64,10.75,49400
AGZD,28-Jan-2015,49.05,49.08,48.83,48.86,5900
AHGP,28-Jan-2015,57.93,58.45,56.5,56.65,23500
AHPI,28-Jan-2015,1.55,1.64,1.5,1.54,11700
AIMC,28-Jan-2015,25.62,26.66,25.16,25.38,133800
AINV,28-Jan-2015,7.24,7.25,7.13,7.14,2103300
AIQ,28-Jan-2015,24.4,24.75,23.03,23.13,17800
AIRM,28-Jan-2015,43.08,43.22,41.58,41.72,184200
AIRR,28-Jan-2015,17.28,17.28,16.72,16.75,30700
AIRT,28-Jan-2015,19.53,20.2,19.53,19.7,15200
AIXG,28-Jan-2015,8.04,8.09,7.92,7.92,92200
AKAM,28-Jan-2015,60.88,60.88,58.98,58.99,1132700
AKAO,28-Jan-2015,11.8,12.1,11.62,11.65,71200
AKBA,28-Jan-2015,11.43,11.5,10.71,10.79,68800
AKER,28-Jan-2015,3.71,3.93,3.57,3.57,8800
AKRX,28-Jan-2015,43.55,43.88,43,43.01,1476600
ALCO,28-Jan-2015,51.22,51.22,50.33,50.35,4300
ALDR,28-Jan-2015,29.17,29.7,27.55,28.07,369300
ALDX,28-Jan-2015,11.62,13.5,10.79,11.59,110400
ALGN,28-Jan-2015,59.42,60.17,58.46,58.57,1218600
ALGT,28-Jan-2015,183.42,185.3,175.71,176.61,254200
ALIM,28-Jan-2015,5.55,5.69,5.34,5.34,131600
ALKS,28-Jan-2015,71.25,72.53,70.18,71.4,1290300
ALLB,28-Jan-2015,17.35,17.35,17.35,17.35,100
ALLT,28-Jan-2015,9.34,9.41,9.15,9.16,176800
ALNY,28-Jan-2015,96.8,96.8,90.45,90.88,871200
ALOG,28-Jan-2015,86.88,86.92,83.58,84.49,69700
ALOT,28-Jan-2015,15.05,15.08,14.9,14.99,3500
ALQA,28-Jan-2015,4.96,5.03,4.9,4.93,20100
ALSK,28-Jan-2015,1.63,1.68,1.6,1.61,78700
ALTR,28-Jan-2015,33.97,34.18,33.18,33.19,4871500
ALXA,28-Jan-2015,2.15,2.2,2.1,2.14,35600
ALXN,28-Jan-2015,181.42,183.02,177.38,177.78,1570000
AMAG,28-Jan-2015,44.74,44.93,43.59,44.51,455300
AMAT,28-Jan-2015,23.78,24.2,23.35,23.38,10842900
AMBA,28-Jan-2015,58.75,59.11,56.91,57,965900
AMBC,28-Jan-2015,26.09,26.1,24.93,24.99,274800
AMBCW,28-Jan-2015,14.44,14.9,13.99,13.99,1900
AMCC,28-Jan-2015,6.49,6.49,5.7,5.8,2373500
AMCF,28-Jan-2015,1.45,1.49,1.36,1.42,11400
AMCN,28-Jan-2015,2.4,2.42,2.21,2.26,309300
AMCX,28-Jan-2015,68.02,68.64,66.63,66.92,597300
AMD,28-Jan-2015,2.71,2.75,2.6,2.63,24786100
AMDA,28-Jan-2015,0.71,0.73,0.69,0.71,70300
AMED,28-Jan-2015,29.16,30.02,28.86,29.06,242400
AMGN,28-Jan-2015,158.32,160.91,154.51,154.64,4927100
AMIC,28-Jan-2015,10.41,11,10.41,10.71,11100
AMKR,28-Jan-2015,6.81,6.81,6.65,6.67,842800
AMNB,28-Jan-2015,22.5,22.99,22.22,22.25,15400
AMOT,28-Jan-2015,23.95,24.1,22.67,23.22,40700
AMOV,28-Jan-2015,22.51,23.02,22.1,22.1,8300
AMPH,28-Jan-2015,12.44,12.46,12.08,12.21,65600
AMRB,28-Jan-2015,9.78,9.93,9.75,9.91,13200
AMRI,28-Jan-2015,16.35,16.43,16.15,16.24,251400
AMRK,28-Jan-2015,10.05,10.24,10.05,10.22,16400
AMRN,28-Jan-2015,1.03,1.05,1.01,1.03,485600
AMRS,28-Jan-2015,1.78,1.81,1.68,1.68,88300
AMSC,28-Jan-2015,0.64,0.75,0.64,0.66,484400
AMSF,28-Jan-2015,43.39,43.39,41.22,41.5,33700
AMSG,28-Jan-2015,56.7,57.24,56.6,57,497400
AMSGP,28-Jan-2015,118,118.44,116.75,117.45,21000
AMSWA,28-Jan-2015,8.68,8.77,8.4,8.41,126600
AMTX,28-Jan-2015,4.13,4.45,3.9,3.95,27000
AMWD,28-Jan-2015,40.67,40.67,40,40.07,96600
AMZN,28-Jan-2015,309.81,311.51,303.8,303.91,3063700
ANAC,28-Jan-2015,36.94,37.75,36.46,37.05,550800
ANAD,28-Jan-2015,1.11,1.18,1.08,1.13,889200
ANAT,28-Jan-2015,106.29,107.98,104.4,105.15,6300
ANCB,28-Jan-2015,21.56,21.84,21,21.49,5900
ANCI,28-Jan-2015,3.03,3.48,2.95,2.95,9600
ANCX,28-Jan-2015,17.92,17.99,17.67,17.87,29000
ANDE,28-Jan-2015,48.14,48.14,45.79,45.96,177800
ANGI,28-Jan-2015,4.96,5.03,4.81,4.84,639700
ANGO,28-Jan-2015,19.42,19.62,19.3,19.42,145300
ANIK,28-Jan-2015,40.46,40.51,39.07,39.67,108800
ANIP,28-Jan-2015,56,58.96,55.84,56.85,525100
ANSS,28-Jan-2015,84.05,84.5,81.46,81.6,329700
ANTH,28-Jan-2015,2.5,2.6,2.38,2.5,282600
ANY,28-Jan-2015,4.1,4.1,3.8,4.05,329800
AOSL,28-Jan-2015,9.07,9.07,8.86,8.88,48300
APAGF,28-Jan-2015,14.29,14.32,14.11,14.15,161500
APDN,28-Jan-2015,3.18,3.5,3.18,3.27,242800
APDNW,28-Jan-2015,1.42,1.43,1.33,1.36,57200
APEI,28-Jan-2015,34.92,35,33.94,34.33,87400
APOG,28-Jan-2015,44.76,45.17,43.68,43.76,142800
APOL,28-Jan-2015,26.38,26.42,25.67,25.92,739600
APPS,28-Jan-2015,2.97,3.04,2.8,2.96,92100
APPY,28-Jan-2015,1.96,2.09,1.93,2.04,399600
APRI,28-Jan-2015,1.47,1.65,1.3,1.33,2210100
APTO,28-Jan-2015,4.82,4.85,4.64,4.8,10400
APWC,28-Jan-2015,2.48,2.48,2.47,2.47,4300
AQXP,28-Jan-2015,9.98,11.49,9.98,11.43,25700
ARAY,28-Jan-2015,7.09,7.49,6.99,7.3,2291100
ARCB,28-Jan-2015,41.48,41.48,39.5,39.62,187800
ARCC,28-Jan-2015,16.53,16.56,16.36,16.39,2984200
ARCI,28-Jan-2015,2.6,2.65,2.6,2.65,800
ARCP,28-Jan-2015,9.45,9.51,9.32,9.43,5501000
ARCPP,28-Jan-2015,22.99,23.03,22.95,23.03,338500
ARCW,28-Jan-2015,8.07,8.36,8,8.08,16700
ARDM,28-Jan-2015,7.55,7.6,7.36,7.52,32800
ARDX,28-Jan-2015,25.85,27.99,25.85,27.44,113200
AREX,28-Jan-2015,7.14,7.17,6.2,6.46,999800
ARGS,28-Jan-2015,7.87,8.45,7.86,8.22,77600
ARIA,28-Jan-2015,6.55,6.88,6.46,6.55,8499600
ARII,28-Jan-2015,53.96,54.1,51.58,51.94,189400
ARIS,28-Jan-2015,3.5,3.53,3.46,3.5,21300
ARKR,28-Jan-2015,24.73,24.78,23.24,23.24,1100
ARLP,28-Jan-2015,40.36,41.07,39.5,39.54,247200
ARMH,28-Jan-2015,47.83,48.14,47.31,47.41,1410600
ARNA,28-Jan-2015,4.77,4.86,4.53,4.56,4752500
AROW,28-Jan-2015,26.4,26.4,25.72,25.86,46000
ARQL,28-Jan-2015,1.13,1.14,1.09,1.14,48400
ARRS,28-Jan-2015,27.36,27.56,26.32,26.38,1118400
ARRY,28-Jan-2015,7.68,7.95,7.32,7.4,4988400
ARTNA,28-Jan-2015,22.32,22.51,22.05,22.3,62500
ARTW,28-Jan-2015,4.92,4.93,4.76,4.87,5200
ARTX,28-Jan-2015,2.4,2.4,2.27,2.3,201500
ARUN,28-Jan-2015,17.34,17.4,16.96,17.07,1282500
ARWR,28-Jan-2015,6.79,6.87,6.58,6.65,1153500
ASCMA,28-Jan-2015,44.96,45.35,43.74,43.77,103900
ASEI,28-Jan-2015,48.82,49.13,46.93,47.71,55800
ASFI,28-Jan-2015,8.55,8.55,8.52,8.52,300
ASMB,28-Jan-2015,8.39,8.48,8.32,8.33,4600
ASMI,28-Jan-2015,41.41,41.46,40.75,40.75,2500
ASML,28-Jan-2015,106.98,107.11,104.58,104.64,753700
ASNA,28-Jan-2015,12.15,12.15,11.82,11.95,2096300
ASPS,28-Jan-2015,21.91,22.03,20.9,21.08,388900
ASPX,28-Jan-2015,60.98,61.37,58.34,59.2,166200
ASRV,28-Jan-2015,2.97,3.01,2.93,2.97,66900
ASRVP,28-Jan-2015,26.78,27.01,26.78,26.82,15100
ASTC,28-Jan-2015,2.95,2.96,2.86,2.9,18000
ASTE,28-Jan-2015,36.58,36.58,35.12,35.46,49600
ASTI,28-Jan-2015,0.62,0.63,0.58,0.61,270600
ASUR,28-Jan-2015,5.36,5.49,5.36,5.47,3100
ASYS,28-Jan-2015,8.74,8.74,8.5,8.51,14300
ATAI,28-Jan-2015,4.6,4.94,4.6,4.88,600
ATAX,28-Jan-2015,5.82,5.87,5.76,5.8,73400
ATEA,28-Jan-2015,1.7,1.83,1.61,1.7,60800
ATEC,28-Jan-2015,1.32,1.32,1.28,1.3,76300
ATHN,28-Jan-2015,146.67,146.67,141.72,142.57,203200
ATHX,28-Jan-2015,2.25,2.28,2.06,2.11,1072000
ATLO,28-Jan-2015,23.67,24.4,23.67,24.02,7900
ATML,28-Jan-2015,8.59,8.67,8.48,8.53,4424700
ATNI,28-Jan-2015,67.63,68.61,66.9,67.33,49700
ATNY,28-Jan-2015,1.92,1.98,1.87,1.89,21000
ATOS,28-Jan-2015,1.22,1.23,1.18,1.21,95500
ATRA,28-Jan-2015,24.62,24.62,22.54,22.75,49400
ATRC,28-Jan-2015,20.14,20.14,19.69,19.92,157100
ATRI,28-Jan-2015,335.01,340,335,335.06,5900
ATRM,28-Jan-2015,3.93,3.98,3.93,3.98,800
ATRO,28-Jan-2015,54.94,55.12,53.74,55.01,154100
ATRS,28-Jan-2015,2.35,2.37,2.26,2.27,942200
ATSG,28-Jan-2015,8.74,8.74,8.36,8.45,107800
ATTU,28-Jan-2015,10.78,10.78,10.45,10.53,46000
ATVI,28-Jan-2015,20.73,20.96,20.33,20.67,10122000
AUDC,28-Jan-2015,5.15,5.37,5.11,5.15,257000
AUMA,28-Jan-2015,9.52,9.61,9.48,9.59,9700
AUPH,28-Jan-2015,3.66,3.66,3.39,3.39,9500
AUXL,28-Jan-2015,36.43,36.85,36.16,36.53,2932000
AVAV,28-Jan-2015,25.86,25.91,25.26,25.4,200000
AVEO,28-Jan-2015,0.95,0.96,0.92,0.95,111800
AVGO,28-Jan-2015,107.12,108.34,104.86,105,2330100
AVHI,28-Jan-2015,14.7,14.7,14.54,14.63,29300
AVID,28-Jan-2015,13.27,13.55,12.89,12.94,174000
AVNW,28-Jan-2015,1.5,1.5,1.4,1.42,31400
AWAY,28-Jan-2015,27.13,27.46,26.56,26.64,1444200
AWRE,28-Jan-2015,4.96,5.19,4.94,4.98,142800
AXAS,28-Jan-2015,3.2,3.2,2.9,2.91,2036000
AXDX,28-Jan-2015,21.72,21.72,20.26,20.49,124100
AXGN,28-Jan-2015,3.7,3.72,3.42,3.49,63400
AXPW,28-Jan-2015,0.44,0.7,0.38,0.54,276300
AXPWW,28-Jan-2015,0.12,0.15,0.1,0.15,33300
AXTI,28-Jan-2015,2.77,2.77,2.62,2.71,209600
AZPN,28-Jan-2015,32.94,33.34,32.2,33.02,1326700
BABY,28-Jan-2015,38.5,38.75,37.09,37.98,454300
BAGR,28-Jan-2015,4.85,4.88,4.7,4.88,11200
BAMM,28-Jan-2015,1.69,1.72,1.68,1.7,10200
BANF,28-Jan-2015,58,58.44,56.75,56.77,17100
BANR,28-Jan-2015,40.98,40.98,39.69,39.97,141900
BANX,28-Jan-2015,21.75,22.02,21.6,21.66,18000
BASI,28-Jan-2015,2.12,2.12,2.07,2.09,6900
BBBY,28-Jan-2015,77.43,78.14,76.46,76.54,2040100
BBC,28-Jan-2015,30.5,30.5,28.98,29,37800
BBCN,28-Jan-2015,13.39,13.67,13.02,13.08,784600
BBEP,28-Jan-2015,6.99,7.05,6.09,6.21,4316200
BBEPP,28-Jan-2015,20.38,20.74,19.39,19.52,121500
BBGI,28-Jan-2015,5.34,5.52,5.23,5.32,6200
BBLU,28-Jan-2015,1.24,1.27,1.21,1.23,112000
BBNK,28-Jan-2015,21.59,21.81,21.5,21.65,21000
BBOX,28-Jan-2015,20.95,21.45,20.75,20.98,87600
BBP,28-Jan-2015,28.78,28.78,28,28,12900
BBRG,28-Jan-2015,13.68,13.7,13.24,13.35,67300
BBRY,28-Jan-2015,10.66,10.67,10.1,10.12,9704900
BBSI,28-Jan-2015,30.37,30.38,29.2,29.65,127100
BCBP,28-Jan-2015,11.39,11.54,11.39,11.5,2200
BCLI,28-Jan-2015,4.03,4.06,3.9,3.93,139700
BCOM,28-Jan-2015,14.17,14.94,14.15,14.2,2100
BCOR,28-Jan-2015,13.99,14,13.63,13.73,444100
BCOV,28-Jan-2015,7.52,7.59,7.23,7.56,311100
BCPC,28-Jan-2015,54.28,54.28,52.86,53.43,141500
BCRX,28-Jan-2015,11.12,11.32,10.5,10.61,551100
BDBD,28-Jan-2015,10.31,10.39,9.89,9.9,743500
BDCV,28-Jan-2015,4.94,4.97,4.86,4.93,14000
BDE,28-Jan-2015,6.67,6.69,6.5,6.5,425300
BDGE,28-Jan-2015,25.88,25.88,25.47,25.47,46200
BDSI,28-Jan-2015,14,14.16,13.13,13.2,493800
BEAT,28-Jan-2015,10.29,10.29,10.06,10.2,182000
BEAV,28-Jan-2015,61.51,61.96,59.7,59.72,1674200
BEBE,28-Jan-2015,3.73,3.82,3.48,3.76,1715800
BECN,28-Jan-2015,24.03,24.14,23.72,23.85,701400
BELFA,28-Jan-2015,20.82,21.19,20.82,21,2500
BELFB,28-Jan-2015,24.8,24.8,24.04,24.19,23300
BFIN,28-Jan-2015,11.39,11.48,11.15,11.4,27800
BGCP,28-Jan-2015,8.29,8.37,8.1,8.1,570700
BGFV,28-Jan-2015,12.63,12.69,12.15,12.18,58300
BGMD,28-Jan-2015,0.84,0.98,0.81,0.97,1829700
BHBK,28-Jan-2015,13.03,13.09,12.78,12.83,78800
BIB,28-Jan-2015,145.7,146.25,137.51,137.89,387400
BICK,28-Jan-2015,24.41,24.45,24.35,24.35,1300
BIDU,28-Jan-2015,227.81,229.4,220,220.31,3000400
BIIB,28-Jan-2015,360.29,361.38,350.5,351.18,1485900
BIND,28-Jan-2015,7.49,7.57,7.05,7.12,190300
BIOC,28-Jan-2015,2.32,2.32,1.97,2.08,85700
BIOD,28-Jan-2015,1.59,1.59,1.5,1.51,180400
BIOL,28-Jan-2015,2.53,2.58,2.51,2.53,93300
BIOS,28-Jan-2015,5.85,5.85,5.69,5.72,613600
BIS,28-Jan-2015,38.75,41.12,38.75,41.02,316700
BJRI,28-Jan-2015,46.62,46.93,45.54,45.61,410200
BKCC,28-Jan-2015,8.19,8.24,8,8.06,397200
BKEP,28-Jan-2015,6.97,7.23,6.82,6.84,207100
BKEPP,28-Jan-2015,8.69,9.15,8.69,9.15,1100
BKMU,28-Jan-2015,6.78,6.78,6.5,6.53,307100
BKSC,28-Jan-2015,14.93,14.99,14.81,14.9,500
BKYF,28-Jan-2015,45.35,45.44,44.48,44.57,32500
BLCM,28-Jan-2015,25.97,26.5,24.5,24.9,156000
BLDP,28-Jan-2015,1.73,1.74,1.53,1.54,1227500
BLDR,28-Jan-2015,6.18,6.22,5.96,5.99,128000
BLFS,28-Jan-2015,1.83,1.83,1.76,1.8,15700
BLIN,28-Jan-2015,0.55,0.55,0.49,0.51,83600
BLKB,28-Jan-2015,45.74,45.83,44.45,44.67,137900
BLMN,28-Jan-2015,25.49,25.64,24.81,24.83,1066800
BLMT,28-Jan-2015,18.68,18.68,18.68,18.68,1100
BLRX,28-Jan-2015,1.91,1.91,1.8,1.82,110500
BLUE,28-Jan-2015,97.71,99,94.8,94.82,463300
BLVD,28-Jan-2015,9.74,9.79,9.68,9.74,7400
BMRC,28-Jan-2015,50.25,50.25,49,49.01,18800
BMRN,28-Jan-2015,100.58,100.95,97.17,97.25,1289600
BMTC,28-Jan-2015,29.62,30.09,29.4,29.45,40100
BNCL,28-Jan-2015,10.89,10.89,10.8,10.81,798500
BNCN,28-Jan-2015,16.48,16.59,16.15,16.16,51100
BNDX,28-Jan-2015,53.91,54.04,53.9,54.03,601100
BNFT,28-Jan-2015,25.57,25.79,24.2,24.81,139000
BOBE,28-Jan-2015,57.37,57.45,56.58,56.61,265400
BOCH,28-Jan-2015,5.74,5.75,5.66,5.7,7100
BOFI,28-Jan-2015,85.72,86,82.01,82.77,115800
BOKF,28-Jan-2015,55.15,56.52,53.53,54.76,740100
BONA,28-Jan-2015,6.9,6.94,6.7,6.73,68200
BONT,28-Jan-2015,5.46,5.49,5.36,5.43,165400
BOOM,28-Jan-2015,14.24,14.47,13.81,13.94,60400
BOSC,28-Jan-2015,3.1,3.14,3.1,3.14,200
BOTA,28-Jan-2015,2.59,2.59,2.5,2.51,20600
BPFH,28-Jan-2015,11.11,11.46,10.8,10.85,960000
BPFHP,28-Jan-2015,25.51,25.51,25.2,25.21,2400
BPOP,28-Jan-2015,31.48,31.65,30.48,30.52,527300
BPOPM,28-Jan-2015,21.5,21.5,21.5,21.5,200
BPOPN,28-Jan-2015,23,23.26,22.75,22.75,9200
BPTH,28-Jan-2015,2.39,2.45,2.24,2.25,141800
BRCD,28-Jan-2015,11.59,11.69,11.25,11.27,4612700
BRCM,28-Jan-2015,42.01,42.29,40.96,40.97,5574200
BRDR,28-Jan-2015,6.48,6.48,6.24,6.24,93200
BREW,28-Jan-2015,12.38,12.38,11.85,12.09,78300
BRID,28-Jan-2015,7.51,7.51,7.51,7.51,100
BRKL,28-Jan-2015,9.65,9.65,9.32,9.38,198900
BRKR,28-Jan-2015,18.73,19.29,18.59,18.73,555900
BRKS,28-Jan-2015,13.22,13.3,12.79,12.82,271000
BRLI,28-Jan-2015,33.35,33.74,33.27,33.46,183000
BSDM,28-Jan-2015,0.21,0.23,0.19,0.21,282100
BSET,28-Jan-2015,22.08,22.35,21.88,21.98,47000
BSFT,28-Jan-2015,27.62,28.31,27.11,27.3,162900
BSPM,28-Jan-2015,1.06,1.06,1.01,1.01,28300
BSQR,28-Jan-2015,4.36,4.41,4.22,4.38,50000
BSRR,28-Jan-2015,15.98,16.22,15.87,15.9,14900
BSTC,28-Jan-2015,40.5,41.1,39.03,40.02,35700
BTUI,28-Jan-2015,2.79,2.81,2.74,2.78,5000
BUR,28-Jan-2015,2.67,2.67,2.49,2.49,900
BUSE,28-Jan-2015,6.3,6.3,6.01,6.01,125200
BV,28-Jan-2015,8.65,8.65,8.36,8.38,181500
BVA,28-Jan-2015,4,4,3.98,3.99,11300
BVSN,28-Jan-2015,5.72,5.85,5.62,5.62,20900
BWEN,28-Jan-2015,4.95,5,4.7,4.76,72200
BWINA,28-Jan-2015,23.15,23.31,22.85,23.16,11300
BWINB,28-Jan-2015,23.81,23.81,23.19,23.26,17900
BWLD,28-Jan-2015,183.8,189.87,183.36,183.36,625900
BYBK,28-Jan-2015,4.46,4.46,4.45,4.46,1400
BYFC,28-Jan-2015,1.25,1.25,1.25,1.25,500
BYLK,28-Jan-2015,12.21,12.24,12.15,12.24,800
CA,28-Jan-2015,29.85,30.22,29.74,29.89,4056100
CAAS,28-Jan-2015,6.22,6.3,6.14,6.19,34800
CAC,28-Jan-2015,38.77,38.77,37.21,37.72,8100
CACB,28-Jan-2015,4.76,4.76,4.64,4.65,63100
CACC,28-Jan-2015,138.3,140.38,136.6,139,45100
CACH,28-Jan-2015,0.05,0.05,0.04,0.04,1578000
CACQ,28-Jan-2015,8.27,8.64,8.02,8.27,145000
CADC,28-Jan-2015,5.18,5.32,5,5.14,3200
CAKE,28-Jan-2015,54.75,54.93,53.14,53.4,693100
CALA,28-Jan-2015,21.16,21.46,18.43,18.84,88100
CALD,28-Jan-2015,15.3,15.45,14.89,14.96,325800
CALI,28-Jan-2015,1.38,1.38,1.24,1.33,8500
CALL,28-Jan-2015,7.37,7.48,6.98,7.1,200600
CALM,28-Jan-2015,37.17,37.25,35.75,35.87,288600
CAMBW,28-Jan-2015,0.2,0.2,0.2,0.2,295400
CAMP,28-Jan-2015,18.09,18.18,17.95,18.09,635300
CAMT,28-Jan-2015,3.11,3.13,3.06,3.11,74300
CAPN,28-Jan-2015,1.16,1.25,1.16,1.22,1600
CAPNW,28-Jan-2015,0.21,0.21,0.21,0.21,200
CAR,28-Jan-2015,61.06,61.06,58.89,59.06,967300
CARA,28-Jan-2015,11.01,11.22,10.34,10.42,226500
CARB,28-Jan-2015,14.82,14.98,14.37,14.45,88800
CARO,28-Jan-2015,13.95,13.95,13.87,13.87,1700
CART,28-Jan-2015,5.3,5.34,5.25,5.34,400
CARV,28-Jan-2015,6.49,6.49,6,6,400
CARZ,28-Jan-2015,37.83,37.87,37.32,37.32,5400
CASH,28-Jan-2015,32.45,32.45,32.31,32.39,65800
CASI,28-Jan-2015,1.62,1.69,1.62,1.67,9300
CASM,28-Jan-2015,1.56,1.6,1.54,1.55,136400
CASS,28-Jan-2015,50.88,50.88,47.86,48.03,29600
CASY,28-Jan-2015,93.91,94.36,92.14,92.34,239800
CATM,28-Jan-2015,35.26,35.78,34.74,35.07,280700
CATY,28-Jan-2015,24.74,24.74,23.79,23.87,389800
CAVM,28-Jan-2015,62,62.49,59.3,59.73,1298000
CBAK,28-Jan-2015,1.84,1.88,1.78,1.87,24700
CBAN,28-Jan-2015,7.41,7.5,7.37,7.37,1700
CBAY,28-Jan-2015,10.01,10.45,9.65,9.81,115800
