Symbol,Date,Open,High,Low,Close,Volume
ADEP,21-Jan-2015,8.44,8.83,8.35,8.79,66100
ADES,21-Jan-2015,19.5,19.94,19.21,19.53,67200
ADHD,21-Jan-2015,7.14,7.35,6.14,6.74,445000
ADI,21-Jan-2015,54.24,54.87,53.82,54.58,1585100
ADMA,21-Jan-2015,11.13,11.37,10.97,11,20300
ADMP,21-Jan-2015,5.76,6.2,5.72,5.92,192000
ADMS,21-Jan-2015,17.11,17.4,16.02,16.6,171000
ADNC,21-Jan-2015,4.19,4.29,3.96,3.99,148400
ADP,21-Jan-2015,84.56,85.15,84.1,84.56,1729800
ADRA,21-Jan-2015,28.54,29.2,28.54,29.03,1900
ADRD,21-Jan-2015,22.35,22.54,22.33,22.54,54900
ADRE,21-Jan-2015,36.27,36.99,36.27,36.99,6300
ADRU,21-Jan-2015,22.31,22.42,22.24,22.42,5800
ADSK,21-Jan-2015,56.78,58.19,56.47,57.55,1666100
ADTN,21-Jan-2015,23.75,24.13,21.95,23.05,1965700
ADUS,21-Jan-2015,21.97,22.37,21.63,22.32,56700
ADVS,21-Jan-2015,37.75,38.25,37.38,37.83,921800
ADXS,21-Jan-2015,11.88,11.94,8.26,8.37,7213100
ADXSW,21-Jan-2015,7.4,7.4,4.11,4.11,267100
AEGN,21-Jan-2015,15.79,15.98,15.72,15.89,481500
AEGR,21-Jan-2015,24.85,25.1,24.02,24.47,759100
AEHR,21-Jan-2015,2.42,2.46,2.41,2.46,1100
AEIS,21-Jan-2015,24.56,24.94,24.31,24.45,351900
AEPI,21-Jan-2015,55.61,56.72,55.19,55.3,17400
AERI,21-Jan-2015,29.63,29.63,28.56,28.82,113500
AETI,21-Jan-2015,4.55,4.55,4.1,4.1,2200
AEY,21-Jan-2015,2.32,2.44,2.32,2.37,33800
AEZS,21-Jan-2015,0.56,0.57,0.55,0.55,286800
AFAM,21-Jan-2015,31.1,31.31,30.81,30.91,34800
AFCB,21-Jan-2015,25.74,25.74,25.74,25.74,0
AFFX,21-Jan-2015,11.36,11.42,10.44,10.86,3384300
AFH,21-Jan-2015,16.44,16.49,16.19,16.19,22800
AFMD,21-Jan-2015,5.81,6.01,5.6,5.6,54800
AFOP,21-Jan-2015,15.27,15.49,14.98,15.07,208900
AFSI,21-Jan-2015,50.07,50.77,49.53,50.05,584500
AGEN,21-Jan-2015,5.66,5.75,5.32,5.37,1817500
AGII,21-Jan-2015,53.12,53.4,52.5,52.86,99100
AGIIL,21-Jan-2015,24.94,24.94,24.68,24.87,27000
AGIO,21-Jan-2015,129.88,130.9,120.43,121.71,886500
AGNC,21-Jan-2015,21.45,21.63,21.33,21.6,2592700
AGNCB,21-Jan-2015,25,25.06,24.88,24.88,13200
AGNCP,21-Jan-2015,26.38,26.64,26.38,26.64,5800
AGND,21-Jan-2015,44.18,44.22,44.16,44.16,3300
AGRX,21-Jan-2015,7,7.9,7,7.49,81900
AGTC,21-Jan-2015,24.55,24.69,23.95,24.55,194500
AGYS,21-Jan-2015,11.1,11.1,10.8,10.92,49200
AGZD,21-Jan-2015,48.82,48.98,48.8,48.82,4800
AHGP,21-Jan-2015,56.7,58.11,56.22,57.67,33400
AHPI,21-Jan-2015,1.47,1.56,1.45,1.5,1300
AIMC,21-Jan-2015,24.88,25.31,24.68,25.06,109600
AINV,21-Jan-2015,7.13,7.17,7.07,7.14,1282600
AIQ,21-Jan-2015,21.55,22.24,21.38,21.88,35400
AIRM,21-Jan-2015,42.21,43.2,42.21,42.72,267200
AIRR,21-Jan-2015,16.51,16.7,16.51,16.65,92200
AIRT,21-Jan-2015,20.22,20.8,20.22,20.77,3500
AIXG,21-Jan-2015,9.1,9.14,8.9,8.99,152900
AKAM,21-Jan-2015,59.27,60.52,59.12,60.26,1172100
AKAO,21-Jan-2015,12.57,12.57,11.86,11.97,61600
AKBA,21-Jan-2015,10.89,10.92,10.09,10.33,155000
AKER,21-Jan-2015,3.37,3.38,3.13,3.24,3900
AKRX,21-Jan-2015,43.24,43.25,41.75,41.98,781700
ALCO,21-Jan-2015,52.85,53.28,51.81,52.27,12900
ALDR,21-Jan-2015,29.39,29.6,26.19,26.36,371000
ALDX,21-Jan-2015,10.68,10.68,9.4,9.43,35000
ALGN,21-Jan-2015,56.24,57.05,55.67,55.9,868100
ALGT,21-Jan-2015,170.85,174.53,168.1,171.15,230300
ALIM,21-Jan-2015,5.71,5.91,5.56,5.63,139300
ALKS,21-Jan-2015,70.45,70.56,68.06,68.74,1380800
ALLB,21-Jan-2015,17.57,17.62,16.45,17.56,7400
ALLT,21-Jan-2015,9.23,9.74,9.22,9.69,169900
ALNY,21-Jan-2015,92.5,92.87,86.58,87.36,5035500
ALOG,21-Jan-2015,85.22,86.04,84.02,85.28,64700
ALOT,21-Jan-2015,14.47,14.67,14.19,14.67,1000
ALQA,21-Jan-2015,5.2,5.2,4.9,4.99,50900
ALSK,21-Jan-2015,1.55,1.6,1.5,1.55,152000
ALTR,21-Jan-2015,33.36,34.95,33.26,34.73,3397100
ALXA,21-Jan-2015,2.26,2.26,2.11,2.13,110000
ALXN,21-Jan-2015,181.96,183.18,178.47,179.26,1076000
AMAG,21-Jan-2015,46.94,48.5,45.3,45.39,744000
AMAT,21-Jan-2015,23.75,24.5,23.64,24.32,13106600
AMBA,21-Jan-2015,59.48,60.44,57.91,59.11,1077900
AMBC,21-Jan-2015,26.69,27.18,26.59,26.96,421000
AMBCW,21-Jan-2015,15.75,15.97,15.2,15.82,4400
AMCC,21-Jan-2015,5.91,6.02,5.88,5.98,437700
AMCF,21-Jan-2015,1.42,1.5,1.4,1.48,12800
AMCN,21-Jan-2015,2.27,2.43,2.27,2.37,326300
AMCX,21-Jan-2015,62.67,64.52,61.92,64.44,743400
AMD,21-Jan-2015,2.18,2.45,2.14,2.45,46530800
AMDA,21-Jan-2015,0.74,0.77,0.72,0.72,57800
AMED,21-Jan-2015,28,28.39,27.68,27.95,183000
AMGN,21-Jan-2015,155.38,158.27,155.38,157.38,2804800
AMIC,21-Jan-2015,10.65,10.65,10.65,10.65,0
AMKR,21-Jan-2015,6.6,6.82,6.57,6.78,914900
AMNB,21-Jan-2015,21.5,21.89,21.5,21.74,10200
AMOT,21-Jan-2015,22.14,22.18,21.61,22.18,53300
AMOV,21-Jan-2015,22.78,23.05,22.78,23.01,23300
AMPH,21-Jan-2015,11.65,11.81,11.6,11.7,130800
AMRB,21-Jan-2015,9.5,9.64,9.35,9.47,3900
AMRI,21-Jan-2015,16.64,16.82,16.34,16.48,357900
AMRK,21-Jan-2015,9.84,9.94,9.77,9.9,34600
AMRN,21-Jan-2015,1.02,1.05,1,1,393900
AMRS,21-Jan-2015,1.75,1.76,1.56,1.71,184100
AMSC,21-Jan-2015,0.69,0.69,0.58,0.62,1323000
AMSF,21-Jan-2015,41.67,41.8,40.56,40.84,92700
AMSG,21-Jan-2015,53.71,53.92,53.19,53.61,459000
AMSGP,21-Jan-2015,111.12,111.17,111.12,111.12,95000
AMSWA,21-Jan-2015,8.78,8.83,8.53,8.65,46000
AMTX,21-Jan-2015,4,4.06,3.56,3.9,61000
AMWD,21-Jan-2015,39.14,39.59,38.91,39.35,87400
AMZN,21-Jan-2015,289.64,306,287.26,297.25,10065000
ANAC,21-Jan-2015,34.38,34.95,33.17,33.35,428600
ANAD,21-Jan-2015,0.93,0.97,0.91,0.92,192400
ANAT,21-Jan-2015,104.1,104.1,102.09,102.85,16700
ANCB,21-Jan-2015,20.43,20.45,20.4,20.45,1700
ANCI,21-Jan-2015,2.71,2.74,2.71,2.74,500
ANCX,21-Jan-2015,17.6,17.96,17.32,17.96,7000
ANDE,21-Jan-2015,46.5,47.44,46.08,46.5,251400
ANGI,21-Jan-2015,5.11,5.55,5.1,5.26,926800
ANGO,21-Jan-2015,18.63,18.68,18.39,18.53,96200
ANIK,21-Jan-2015,40.34,40.34,39.29,39.69,124200
ANIP,21-Jan-2015,54.81,55.29,52.8,53.33,120700
ANSS,21-Jan-2015,82.51,83.39,81.99,82.95,263300
ANTH,21-Jan-2015,2.06,2.14,1.98,1.99,468600
ANY,21-Jan-2015,4.36,4.54,3.89,4.33,360200
AOSL,21-Jan-2015,8.85,8.91,8.72,8.85,48800
APAGF,21-Jan-2015,14.24,14.25,14.05,14.1,115200
APDN,21-Jan-2015,2.91,2.91,2.84,2.85,27700
APDNW,21-Jan-2015,1.22,1.23,1.22,1.23,200
APEI,21-Jan-2015,34.56,34.94,34.06,34.32,66000
APOG,21-Jan-2015,42.72,43.5,42.63,43,191500
APOL,21-Jan-2015,25.4,25.83,25.28,25.75,1466300
APPS,21-Jan-2015,3.33,3.33,2.95,3,197700
APPY,21-Jan-2015,1.97,2.03,1.91,1.95,292600
APRI,21-Jan-2015,1.23,1.26,1.2,1.21,122100
APSA,21-Jan-2015,23.99,24,23.03,23.03,2400
APTO,21-Jan-2015,5.47,5.57,5.24,5.28,13000
APWC,21-Jan-2015,2.59,2.59,2.53,2.57,1600
AQXP,21-Jan-2015,10.29,10.48,10.01,10.36,11200
ARAY,21-Jan-2015,6.72,6.77,6.64,6.7,268000
ARCB,21-Jan-2015,39.51,40.5,39.05,39.49,339800
ARCC,21-Jan-2015,16,16.04,15.88,15.9,2136200
ARCI,21-Jan-2015,2.86,2.91,2.86,2.91,600
ARCP,21-Jan-2015,8.94,9.23,8.88,9.19,10876600
ARCPP,21-Jan-2015,22.9,22.99,22.85,22.89,176700
ARCW,21-Jan-2015,8,8.92,7.43,8.65,139200
ARDM,21-Jan-2015,7.69,7.69,7.59,7.59,800
ARDX,21-Jan-2015,25.51,25.85,24.31,25,36000
AREX,21-Jan-2015,6.34,6.7,6.2,6.64,1548500
ARGS,21-Jan-2015,8.13,8.35,7.96,8.03,64600
ARIA,21-Jan-2015,6.35,6.4,6.1,6.12,3088800
ARII,21-Jan-2015,48.44,50.5,48.09,49.7,148200
ARIS,21-Jan-2015,3.39,3.45,3.26,3.26,2200
ARKR,21-Jan-2015,23.9,24.75,23.83,23.95,2600
ARLP,21-Jan-2015,39.4,41.11,39.24,39.95,250500
ARMH,21-Jan-2015,47.35,48.33,47.12,48.1,2277300
ARNA,21-Jan-2015,4.99,5.04,4.7,4.71,20388500
AROW,21-Jan-2015,26.46,26.64,26.21,26.26,12100
ARQL,21-Jan-2015,1.14,1.14,1.11,1.11,190900
ARRS,21-Jan-2015,27.76,28.17,27.48,28.08,1523600
ARRY,21-Jan-2015,4.6,4.75,4.51,4.74,2397200
ARTNA,21-Jan-2015,22.51,22.57,22.22,22.3,14600
ARTW,21-Jan-2015,4.85,4.87,4.85,4.87,2100
ARTX,21-Jan-2015,2.35,2.42,2.3,2.36,116800
ARUN,21-Jan-2015,16.82,17.04,16.71,16.99,1142400
ARWR,21-Jan-2015,7.17,7.28,6.6,6.76,1756000
ASBB,21-Jan-2015,19.89,20.51,19.89,20.39,700
ASBI,21-Jan-2015,16.74,16.95,16.74,16.95,1400
ASCMA,21-Jan-2015,43.5,45.14,42.82,43.02,134900
ASEI,21-Jan-2015,47.76,47.86,46.17,46.7,51100
ASFI,21-Jan-2015,8.47,8.57,8.41,8.48,1300
ASMB,21-Jan-2015,8.15,8.15,7.72,8.14,45300
ASMI,21-Jan-2015,40.85,41.14,40.85,40.92,1100
ASML,21-Jan-2015,105.06,107.03,104.25,106.59,1569000
ASNA,21-Jan-2015,10.5,10.66,10.5,10.6,1458200
ASPS,21-Jan-2015,21.2,27.9,20.66,24.71,2425300
ASPX,21-Jan-2015,60.6,64.06,60.3,62.83,302000
ASRV,21-Jan-2015,3.02,3.06,2.98,3.06,25900
ASRVP,21-Jan-2015,27.03,28.8,27.03,28.05,122600
ASTC,21-Jan-2015,2.84,2.88,2.71,2.77,40100
ASTE,21-Jan-2015,35.08,35.67,34.97,35.3,66500
ASTI,21-Jan-2015,0.57,0.62,0.57,0.59,268400
ASUR,21-Jan-2015,5.58,5.58,5.4,5.41,19100
ASYS,21-Jan-2015,9.26,9.38,8.94,8.95,10000
ATAI,21-Jan-2015,4.84,4.91,4.73,4.73,41900
ATAX,21-Jan-2015,5.74,5.8,5.68,5.74,131200
ATEA,21-Jan-2015,1.83,1.94,1.75,1.8,21000
ATEC,21-Jan-2015,1.34,1.37,1.33,1.34,14300
ATHN,21-Jan-2015,142.75,146,141.8,145.78,310300
ATHX,21-Jan-2015,2.1,2.15,1.9,2,1115800
ATLC,21-Jan-2015,2.58,2.59,2.3,2.53,5200
ATLO,21-Jan-2015,23.98,24.72,23.94,24.38,47000
ATML,21-Jan-2015,8.3,8.47,8.26,8.4,2652100
ATNI,21-Jan-2015,65.06,66.23,64.59,65.04,40400
ATNY,21-Jan-2015,1.99,2.08,1.97,2.05,17800
ATOS,21-Jan-2015,1.17,1.23,1.17,1.23,161200
ATRA,21-Jan-2015,23.62,24.18,23.13,23.38,89300
ATRC,21-Jan-2015,20.56,20.66,19.52,19.76,134000
ATRI,21-Jan-2015,343,343,335,336,3300
ATRM,21-Jan-2015,4,4.12,3.72,3.98,3900
ATRO,21-Jan-2015,53.46,54.92,52.35,52.89,84400
ATRS,21-Jan-2015,2.35,2.38,2.3,2.3,472200
ATSG,21-Jan-2015,8.76,8.99,8.59,8.66,196100
ATTU,21-Jan-2015,10.58,10.84,10.49,10.76,58800
ATVI,21-Jan-2015,20.11,20.18,19.93,20.1,7115600
AUBN,21-Jan-2015,23.5,23.5,23.5,23.5,0
AUDC,21-Jan-2015,5.1,5.16,5.09,5.11,160600
AUMA,21-Jan-2015,9.41,9.85,9.41,9.85,3200
AUMAU,21-Jan-2015,9.75,9.85,9.75,9.8,8800
AUPH,21-Jan-2015,3.69,3.7,3.44,3.46,45500
AUXL,21-Jan-2015,37.29,37.29,36.08,36.17,1286600
AVAV,21-Jan-2015,25.35,25.68,24.85,25.1,118700
AVEO,21-Jan-2015,0.85,0.93,0.84,0.93,297700
AVGO,21-Jan-2015,104.33,106.88,104.11,105.38,1646300
AVHI,21-Jan-2015,13.21,13.84,13.14,13.68,56100
AVID,21-Jan-2015,14.3,14.66,13.79,13.95,149100
AVNW,21-Jan-2015,1.37,1.45,1.35,1.45,71300
AWAY,21-Jan-2015,26.55,26.99,26.19,26.33,760200
AWRE,21-Jan-2015,4.8,4.8,4.53,4.53,11200
AXAS,21-Jan-2015,2.74,2.88,2.74,2.86,2040800
AXDX,21-Jan-2015,20.59,20.91,20.02,20.35,112400
AXGN,21-Jan-2015,3.47,3.47,3.34,3.44,10600
AXJS,21-Jan-2015,55.81,55.81,55.8,55.8,500
AXPW,21-Jan-2015,0.61,0.61,0.5,0.51,45700
AXPWW,21-Jan-2015,0.4,0.44,0.28,0.33,53100
AXTI,21-Jan-2015,2.8,2.84,2.8,2.84,32000
AZPN,21-Jan-2015,34.11,34.94,33.84,34.48,409600
BABY,21-Jan-2015,36.68,36.95,36.18,36.35,149500
BAGR,21-Jan-2015,4.92,4.99,4.7,4.85,26700
BAMM,21-Jan-2015,1.63,1.65,1.63,1.65,2500
BANF,21-Jan-2015,56.96,57.94,56.77,57.07,16000
BANFP,21-Jan-2015,28.7,28.7,27.37,27.37,1100
BANR,21-Jan-2015,39.8,40.05,39,39.37,87600
BANX,21-Jan-2015,21.71,21.72,21.31,21.51,13100
BASI,21-Jan-2015,2.11,2.11,2.05,2.05,1200
BBBY,21-Jan-2015,72.95,74.81,72.72,74.74,2429100
BBC,21-Jan-2015,29.27,29.27,27.91,27.95,10200
BBCN,21-Jan-2015,13.11,13.3,12.93,12.97,413500
BBEP,21-Jan-2015,4.88,5.39,4.79,5.13,4402700
BBEPP,21-Jan-2015,18.69,18.89,18.56,18.66,79400
BBGI,21-Jan-2015,5.14,5.4,5.02,5.14,4800
BBLU,21-Jan-2015,1.3,1.35,1.25,1.3,94100
BBNK,21-Jan-2015,20.83,21.56,20.68,20.74,14200
BBOX,21-Jan-2015,21.01,21.16,20.67,20.88,24700
BBP,21-Jan-2015,28.13,28.2,27.58,27.58,6900
BBRG,21-Jan-2015,13.46,13.63,13.29,13.42,75800
BBRY,21-Jan-2015,10.03,10.38,9.81,9.93,19614400
BBSI,21-Jan-2015,32.28,32.41,28.84,29.2,196500
BCBP,21-Jan-2015,11.64,11.64,11.64,11.64,0
BCLI,21-Jan-2015,3.87,4.13,3.85,3.94,244600
BCOM,21-Jan-2015,14.45,14.45,14.35,14.35,1200
BCOR,21-Jan-2015,13.21,13.86,13.16,13.73,571700
BCOV,21-Jan-2015,7.37,7.48,7.21,7.35,127100
BCPC,21-Jan-2015,56.5,57.05,52.07,52.8,457500
BCRX,21-Jan-2015,11.07,11.19,10.63,10.71,714700
BDBD,21-Jan-2015,10.02,10.5,10.02,10.36,354800
BDCV,21-Jan-2015,5.01,5.12,5.01,5.12,11000
BDE,21-Jan-2015,6.79,6.95,6.77,6.92,325000
BDGE,21-Jan-2015,25.72,25.97,25.72,25.72,5700
BDMS,21-Jan-2015,13.98,13.98,13.76,13.76,200
BDSI,21-Jan-2015,12.06,12.48,11.95,12.02,462700
BEAT,21-Jan-2015,10.54,10.58,10.16,10.18,184200
BEAV,21-Jan-2015,59.33,60.18,58.96,59.76,879400
BEBE,21-Jan-2015,3.28,3.32,3.15,3.2,551900
BECN,21-Jan-2015,23.25,23.53,23.04,23.28,703100
BELFA,21-Jan-2015,21.85,21.85,21.85,21.85,0
BELFB,21-Jan-2015,24.81,24.87,24.41,24.42,13700
BFIN,21-Jan-2015,11.23,11.34,11.2,11.26,9300
BGCP,21-Jan-2015,8.12,8.27,7.97,8.13,833600
BGFV,21-Jan-2015,12.38,12.45,12.26,12.43,110400
BGMD,21-Jan-2015,0.43,0.58,0.43,0.56,983800
BHBK,21-Jan-2015,13,13.05,12.8,12.82,64100
BIB,21-Jan-2015,140.77,141.73,136.8,137.81,330200
BICK,21-Jan-2015,23.96,24.18,23.94,24.18,4800
BIDU,21-Jan-2015,220.82,228.94,220.06,228.28,3536900
BIIB,21-Jan-2015,361.41,366.17,358.22,361.83,1336900
BIND,21-Jan-2015,6.9,6.9,6.55,6.6,258500
BIOC,21-Jan-2015,2.48,2.78,2.34,2.52,33900
BIOD,21-Jan-2015,1.4,1.43,1.4,1.4,233400
BIOL,21-Jan-2015,2.5,2.54,2.46,2.49,74700
BIOS,21-Jan-2015,5.91,5.96,5.83,5.92,737600
BIS,21-Jan-2015,40.36,41.53,40.1,41.21,201300
BJRI,21-Jan-2015,45.17,45.73,45.02,45.51,264600
BKCC,21-Jan-2015,8.05,8.12,8.01,8.09,348900
BKEP,21-Jan-2015,6.21,6.68,6.18,6.52,70600
BKEPP,21-Jan-2015,8.82,8.83,8.82,8.83,300
BKMU,21-Jan-2015,6.7,6.75,6.59,6.68,140000
BKSC,21-Jan-2015,14.72,14.96,14.72,14.9,4400
BKYF,21-Jan-2015,44.93,45.21,44.75,44.79,6800
BLCM,21-Jan-2015,26.54,27.37,22.77,22.92,338500
BLDP,21-Jan-2015,1.54,1.55,1.41,1.46,1621900
BLDR,21-Jan-2015,5.89,6,5.71,5.75,168800
BLFS,21-Jan-2015,1.82,1.89,1.8,1.84,35400
BLIN,21-Jan-2015,0.46,0.5,0.46,0.5,16500
BLKB,21-Jan-2015,43.97,44.38,43.8,44.12,125000
BLMN,21-Jan-2015,25.1,25.31,24.25,24.42,2839800
BLMT,21-Jan-2015,18.64,18.64,18.62,18.62,500
BLRX,21-Jan-2015,1.93,1.97,1.81,1.83,137300
BLUE,21-Jan-2015,95.06,97.89,91.16,92.34,905900
BLVD,21-Jan-2015,9.6,9.8,9.6,9.75,5800
BLVDU,21-Jan-2015,10,10.01,10,10.01,300
BLVDW,21-Jan-2015,0.45,0.75,0.45,0.75,20900
BMRC,21-Jan-2015,50.69,51.24,49.96,50.11,8500
BMRN,21-Jan-2015,98.51,99.08,95.77,96.14,1210200
BMTC,21-Jan-2015,28.93,29.21,28.51,28.76,24900
BNCL,21-Jan-2015,10.75,10.8,10.73,10.77,1552000
BNCN,21-Jan-2015,16.21,16.49,16.1,16.21,29800
BNDX,21-Jan-2015,53.78,53.81,53.7,53.78,572500
BNFT,21-Jan-2015,26.33,26.45,25.01,25.14,156600
BNSO,21-Jan-2015,1.35,1.35,1.28,1.28,8800
BOBE,21-Jan-2015,55.4,55.89,54.83,55.15,179800
BOCH,21-Jan-2015,5.7,5.78,5.66,5.73,8500
BOFI,21-Jan-2015,79.86,81.6,79.59,81.31,181400
BOKF,21-Jan-2015,54.68,55.91,54.33,55.57,427500
BONA,21-Jan-2015,6.25,6.34,6.15,6.23,116000
BONT,21-Jan-2015,5.89,5.89,5.31,5.32,286200
BOOM,21-Jan-2015,13.81,14.03,13.75,13.79,205300
BOSC,21-Jan-2015,3.4,3.4,3.25,3.25,25300
BOTA,21-Jan-2015,2.6,2.6,2.5,2.51,87000
BOTJ,21-Jan-2015,10.65,10.65,10.65,10.65,0
BPFH,21-Jan-2015,12.32,12.53,12.23,12.37,470500
BPFHP,21-Jan-2015,25.45,25.5,25.45,25.5,1200
BPOP,21-Jan-2015,30.86,31.37,30.67,30.95,824100
BPOPM,21-Jan-2015,21.5,21.94,21.5,21.94,700
BPOPN,21-Jan-2015,22.58,23,22.58,22.58,9300
BPTH,21-Jan-2015,2.34,2.36,2.27,2.29,58500
BRCD,21-Jan-2015,11.57,11.8,11.5,11.51,3985500
BRCM,21-Jan-2015,42.11,42.75,42.02,42.61,2961900
BRDR,21-Jan-2015,6.82,6.83,6.46,6.57,185700
BREW,21-Jan-2015,11.47,11.85,11.43,11.81,45700
BRID,21-Jan-2015,7.54,8.45,7.54,8.3,1200
BRKL,21-Jan-2015,9.4,9.49,9.27,9.29,255900
BRKR,21-Jan-2015,18.49,18.65,18.34,18.4,434800
BRKS,21-Jan-2015,12.42,12.66,12.35,12.58,228600
BRLI,21-Jan-2015,32.39,33.47,32.38,32.77,394200
BSDM,21-Jan-2015,0.21,0.23,0.19,0.2,422900
BSET,21-Jan-2015,19.99,20.03,19.75,19.88,15200
BSF,21-Jan-2015,10.97,10.99,10.69,10.99,6200
BSFT,21-Jan-2015,27.92,27.92,27.19,27.38,143800
BSPM,21-Jan-2015,1.09,1.1,1.05,1.08,68800
BSQR,21-Jan-2015,4.5,4.67,4.27,4.4,326300
BSRR,21-Jan-2015,15.78,16.11,15.72,15.96,11000
BSTC,21-Jan-2015,40.19,40.24,38.62,39.65,37400
BTUI,21-Jan-2015,2.95,2.97,2.84,2.84,5300
BUR,21-Jan-2015,2.32,2.47,2.17,2.25,5700
BUSE,21-Jan-2015,6.13,6.18,5.97,6.03,62100
BV,21-Jan-2015,8.35,8.45,8.22,8.29,876400
BVA,21-Jan-2015,3.76,3.76,3.76,3.76,0
BVSN,21-Jan-2015,5.53,5.69,5.52,5.54,17500
BWEN,21-Jan-2015,4.85,5.11,4.78,4.87,136200
BWFG,21-Jan-2015,20.21,20.21,19.52,19.68,500
BWINA,21-Jan-2015,23.34,23.4,23.25,23.4,1800
BWINB,21-Jan-2015,24.61,24.63,24.16,24.35,9900
BWLD,21-Jan-2015,182.48,183.5,179.63,180.21,436900
BYBK,21-Jan-2015,4.43,4.43,4.43,4.43,0
BYFC,21-Jan-2015,1.3,1.3,1.3,1.3,1000
BYLK,21-Jan-2015,12.1,12.22,12.1,12.17,6400
CA,21-Jan-2015,31.12,31.43,29.83,29.94,9491500
CAAS,21-Jan-2015,6.23,6.23,6.08,6.08,28600
CAC,21-Jan-2015,36.74,36.99,36.56,36.63,8800
CACB,21-Jan-2015,4.4,4.63,4.4,4.55,178800
CACC,21-Jan-2015,141.56,141.7,138.94,139.17,61200
CACH,21-Jan-2015,0.19,0.19,0.17,0.19,105900
CACQ,21-Jan-2015,7.71,7.9,7.71,7.82,110900
CADC,21-Jan-2015,4.99,5.09,4.67,5.09,2700
CADT,21-Jan-2015,9.78,9.78,9.72,9.73,400
CADTU,21-Jan-2015,9.97,9.97,9.97,9.97,300
CAKE,21-Jan-2015,52.72,53.32,52.46,53.29,577500
CALA,21-Jan-2015,22.37,23.29,21.3,21.53,59600
CALD,21-Jan-2015,15.16,15.21,14.59,14.86,355300
CALI,21-Jan-2015,1.39,1.4,1.35,1.39,1700
CALL,21-Jan-2015,7.59,7.66,6.97,7.12,486100
CALM,21-Jan-2015,36.3,36.64,35.77,36.27,466500
CAMBW,21-Jan-2015,0.38,0.39,0.25,0.25,18200
CAMP,21-Jan-2015,16.98,17.35,16.86,17.02,459000
CAMT,21-Jan-2015,3.17,3.27,3.15,3.15,98200
CAPN,21-Jan-2015,1.7,1.7,1.7,1.7,100
CAPNW,21-Jan-2015,0.3,0.3,0.3,0.3,700
CAR,21-Jan-2015,61.17,62.46,60.78,61.17,971300
